raceId,driverId,stop,lap,time,duration,milliseconds,compound,pit_duration_ms_x,pit_lap,pit_duration_ms_y,estimated_pit_delta_ms
841,153,1,1,17:05:23,26.898,26898,,26898,,,
841,30,1,1,17:05:52,25.021,25021,,25021,,,
841,17,1,11,17:20:48,23.426,23426,,23426,11.0,23426.0,29399.0
841,4,1,12,17:22:34,23.251,23251,,23251,12.0,23251.0,27206.0
841,13,1,13,17:24:10,23.842,23842,,23842,13.0,23842.0,29430.0
841,22,1,13,17:24:29,23.643,23643,,23643,13.0,23643.0,27931.0
841,20,1,14,17:25:17,22.603,22603,,22603,14.0,22603.0,27290.0
841,814,1,14,17:26:03,24.863,24863,,24863,14.0,24863.0,29923.0
841,816,1,14,17:26:50,25.259,25259,,25259,14.0,25259.0,29496.0
841,67,1,15,17:27:34,25.342,25342,,25342,15.0,25342.0,31077.0
841,2,1,15,17:27:41,22.994,22994,,22994,15.0,22994.0,27086.0
841,1,1,16,17:28:24,23.227,23227,,23227,16.0,23227.0,29607.0
841,808,1,16,17:28:39,24.535,24535,,24535,16.0,24535.0,30928.0
841,3,1,16,17:29:00,23.716,23716,,23716,16.0,23716.0,32197.0
841,155,1,16,17:29:06,24.064,24064,,24064,16.0,24064.0,28733.0
841,16,1,16,17:29:08,25.978,25978,,25978,16.0,25978.0,34221.0
841,15,1,16,17:29:49,24.899,24899,,24899,16.0,24899.0,32255.0
841,18,1,17,17:30:24,16.867,16867,,16867,17.0,16867.0,22834.0
841,153,2,17,17:31:06,24.463,24463,,24463,17.0,24463.0,31381.0
841,5,1,17,17:31:11,24.865,24865,,24865,17.0,24865.0,31410.0
841,30,2,17,17:32:08,23.988,23988,,23988,17.0,23988.0,29264.0
841,10,1,18,17:33:02,23.792,23792,,23792,18.0,23792.0,635394.0
841,18,2,19,17:33:53,23.303,23303,,23303,19.0,23303.0,22350.0
841,815,1,23,17:40:27,23.438,23438,,23438,23.0,23438.0,30391.0
841,22,2,23,17:40:45,37.856,37856,,37856,23.0,37856.0,44816.0
841,17,2,26,17:44:29,22.520,22520,,22520,26.0,22520.0,27441.0
841,4,2,27,17:46:04,24.733,24733,,24733,27.0,24733.0,29262.0
841,22,3,28,17:49:07,16.892,16892,,16892,28.0,16892.0,25610.0
841,67,2,29,17:49:47,23.100,23100,,23100,29.0,23100.0,32295.0
841,2,2,30,17:51:32,25.098,25098,,25098,30.0,25098.0,31776.0
841,13,2,31,17:52:28,24.500,24500,,24500,31.0,24500.0,31208.0
841,155,2,32,17:54:21,24.192,24192,,24192,32.0,24192.0,31318.0
841,20,2,36,17:59:17,24.036,24036,,24036,36.0,24036.0,30760.0
841,1,2,36,17:59:29,23.199,23199,,23199,36.0,23199.0,30320.0
841,153,3,35,17:59:45,26.348,26348,,26348,35.0,26348.0,32156.0
841,808,2,36,17:59:47,25.683,25683,,25683,36.0,25683.0,33353.0
841,814,2,36,18:00:48,24.332,24332,,24332,36.0,24332.0,31830.0
841,18,3,37,18:01:49,22.681,22681,,22681,37.0,22681.0,30848.0
841,16,2,37,18:02:15,23.871,23871,,23871,37.0,23871.0,31708.0
841,15,2,37,18:03:55,24.848,24848,,24848,37.0,24848.0,35689.0
841,816,2,38,18:06:53,26.446,26446,,26446,38.0,26446.0,35325.0
841,17,3,41,18:07:37,26.230,26230,,26230,41.0,26230.0,32005.0
841,22,4,40,18:08:03,26.309,26309,,26309,40.0,26309.0,36966.0
841,4,3,42,18:09:08,24.181,24181,,24181,42.0,24181.0,30294.0
841,13,3,48,18:18:54,24.095,24095,,24095,48.0,24095.0,29467.0
842,16,1,3,16:09:07,31.694,31694,,31694,3.0,31694.0,56285.0
842,22,1,3,16:10:04,32.978,32978,,32978,3.0,32978.0,58165.0
842,17,1,10,16:21:21,22.572,22572,,22572,10.0,22572.0,38398.0
842,814,1,11,16:23:16,22.773,22773,,22773,11.0,22773.0,38563.0
842,1,1,12,16:24:40,22.552,22552,,22552,12.0,22552.0,40224.0
842,20,1,13,16:26:17,23.019,23019,,23019,13.0,23019.0,41367.0
842,2,1,13,16:26:28,23.900,23900,,23900,13.0,23900.0,42540.0
842,18,1,13,16:26:29,22.400,22400,,22400,13.0,22400.0,38190.0
842,13,1,13,16:26:30,29.224,29224,,29224,13.0,29224.0,53506.0
842,15,1,13,16:27:03,25.516,25516,,25516,13.0,25516.0,63697.0
842,4,1,14,16:28:15,23.152,23152,,23152,14.0,23152.0,39755.0
842,30,1,14,16:28:34,22.576,22576,,22576,14.0,22576.0,36932.0
842,808,1,15,16:30:10,23.182,23182,,23182,15.0,23182.0,39978.0
842,67,1,15,16:30:23,23.280,23280,,23280,15.0,23280.0,39080.0
842,3,1,15,16:30:37,24.967,24967,,24967,15.0,24967.0,39396.0
842,5,1,15,16:30:37,29.084,29084,,29084,15.0,29084.0,52281.0
842,153,1,16,16:32:25,23.584,23584,,23584,16.0,23584.0,37476.0
842,16,2,16,16:32:31,22.046,22046,,22046,16.0,22046.0,36541.0
842,155,1,17,16:33:53,23.280,23280,,23280,17.0,23280.0,38566.0
842,815,1,17,16:34:14,23.597,23597,,23597,17.0,23597.0,35740.0
842,10,1,17,16:34:28,24.617,24617,,24617,17.0,24617.0,43950.0
842,816,1,17,16:34:39,26.252,26252,,26252,17.0,26252.0,47188.0
842,24,1,17,16:34:56,27.815,27815,,27815,17.0,27815.0,51916.0
842,22,2,17,16:35:41,24.502,24502,,24502,17.0,24502.0,41835.0
842,67,2,20,16:39:30,29.843,29843,,29843,20.0,29843.0,55461.0
842,17,2,22,16:42:37,21.991,21991,,21991,22.0,21991.0,37163.0
842,18,2,23,16:44:11,22.471,22471,,22471,23.0,22471.0,39354.0
842,1,2,24,16:45:48,22.611,22611,,22611,24.0,22611.0,41840.0
842,814,2,24,16:46:20,22.419,22419,,22419,24.0,22419.0,40183.0
842,20,2,25,16:47:27,21.893,21893,,21893,25.0,21893.0,40606.0
842,4,2,26,16:49:19,23.894,23894,,23894,26.0,23894.0,42763.0
842,2,2,26,16:49:31,23.221,23221,,23221,26.0,23221.0,39988.0
842,13,2,27,16:51:17,22.541,22541,,22541,27.0,22541.0,38982.0
842,808,2,27,16:51:25,22.680,22680,,22680,27.0,22680.0,38067.0
842,30,2,28,16:53:26,22.261,22261,,22261,28.0,22261.0,39042.0
842,3,2,29,16:55:28,22.577,22577,,22577,29.0,22577.0,39118.0
842,17,3,32,17:00:01,22.069,22069,,22069,32.0,22069.0,39194.0
842,153,2,32,17:00:55,22.888,22888,,22888,32.0,22888.0,38086.0
842,16,3,32,17:00:56,22.550,22550,,22550,32.0,22550.0,38388.0
842,67,3,32,17:01:03,27.439,27439,,27439,32.0,27439.0,47237.0
842,5,2,34,17:04:41,23.336,23336,,23336,34.0,23336.0,42943.0
842,10,2,34,17:05:19,24.429,24429,,24429,34.0,24429.0,44937.0
842,816,2,35,17:07:20,24.416,24416,,24416,35.0,24416.0,42613.0
842,155,2,36,17:07:26,23.442,23442,,23442,36.0,23442.0,39906.0
842,1,3,37,17:08:28,25.382,25382,,25382,37.0,25382.0,46408.0
842,814,3,37,17:09:21,23.977,23977,,23977,37.0,23977.0,42192.0
842,18,3,38,17:10:13,22.483,22483,,22483,38.0,22483.0,38145.0
842,13,3,38,17:10:28,22.893,22893,,22893,38.0,22893.0,41097.0
842,2,3,39,17:12:09,22.602,22602,,22602,39.0,22602.0,39709.0
842,24,2,38,17:13:32,26.554,26554,,26554,38.0,26554.0,51867.0
842,3,3,40,17:15:05,22.526,22526,,22526,40.0,22526.0,37083.0
842,20,3,41,17:15:08,22.313,22313,,22313,41.0,22313.0,40850.0
842,4,3,41,17:15:25,23.812,23812,,23812,41.0,23812.0,41765.0
842,30,3,42,17:18:08,22.227,22227,,22227,42.0,22227.0,39377.0
842,17,4,43,17:19:10,22.161,22161,,22161,43.0,22161.0,38510.0
842,808,3,44,17:21:08,28.694,28694,,28694,44.0,28694.0,49545.0
842,4,4,46,17:24:24,27.182,27182,,27182,46.0,27182.0,46596.0
842,24,3,44,17:25:07,38.823,38823,,38823,44.0,38823.0,78949.0
842,1,4,52,17:34:48,22.466,22466,,22466,52.0,22466.0,39083.0
843,153,1,9,15:19:36,22.419,22419,,22419,9.0,22419.0,22419.0
843,24,1,9,15:20:00,14.160,14160,,14160,9.0,14160.0,25202.0
843,30,1,10,15:21:12,20.522,20522,,20522,10.0,20522.0,35551.0
843,17,1,10,15:21:27,23.442,23442,,23442,10.0,23442.0,38635.0
843,813,1,10,15:21:35,23.160,23160,,23160,10.0,23160.0,38177.0
843,814,1,11,15:22:57,21.989,21989,,21989,11.0,21989.0,38463.0
843,3,1,12,15:24:32,20.771,20771,,20771,12.0,20771.0,35013.0
843,67,1,12,15:24:56,22.010,22010,,22010,12.0,22010.0,40406.0
843,18,1,14,15:27:59,23.779,23779,,23779,14.0,23779.0,42415.0
843,20,1,14,15:28:00,21.995,21995,,21995,14.0,21995.0,39012.0
843,155,1,14,15:28:17,21.855,21855,,21855,14.0,21855.0,37601.0
843,13,1,15,15:29:47,21.624,21624,,21624,15.0,21624.0,38430.0
843,1,1,15,15:29:49,20.878,20878,,20878,15.0,20878.0,34152.0
843,16,1,15,15:30:01,20.989,20989,,20989,15.0,20989.0,36823.0
843,4,1,16,15:31:34,22.524,22524,,22524,16.0,22524.0,40155.0
843,815,1,16,15:31:55,21.473,21473,,21473,16.0,21473.0,36717.0
843,22,1,16,15:32:01,21.709,21709,,21709,16.0,21709.0,37295.0
843,67,2,16,15:32:19,24.722,24722,,24722,16.0,24722.0,46240.0
843,10,1,16,15:32:33,22.683,22683,,22683,16.0,22683.0,41464.0
843,808,1,17,15:33:36,21.981,21981,,21981,17.0,21981.0,38277.0
843,2,1,18,15:35:28,22.216,22216,,22216,18.0,22216.0,37355.0
843,5,1,19,15:37:31,22.485,22485,,22485,19.0,22485.0,39151.0
843,15,1,20,15:39:24,23.029,23029,,23029,20.0,23029.0,40107.0
843,816,1,20,15:39:50,22.901,22901,,22901,20.0,22901.0,41563.0
843,24,2,21,15:42:05,24.467,24467,,24467,21.0,24467.0,47100.0
843,39,1,23,15:45:28,26.049,26049,,26049,23.0,26049.0,51682.0
843,18,2,24,15:45:35,20.758,20758,,20758,24.0,20758.0,36065.0
843,3,2,25,15:47:13,22.005,22005,,22005,25.0,22005.0,39196.0
843,1,2,25,15:47:20,20.533,20533,,20533,25.0,20533.0,35973.0
843,17,2,25,15:47:44,21.132,21132,,21132,25.0,21132.0,35404.0
843,813,2,25,15:48:09,22.062,22062,,22062,25.0,22062.0,38115.0
843,30,2,26,15:49:15,21.964,21964,,21964,26.0,21964.0,37897.0
843,10,2,28,15:54:22,21.908,21908,,21908,28.0,21908.0,40933.0
843,16,2,30,15:56:26,21.058,21058,,21058,30.0,21058.0,38545.0
843,155,2,30,15:56:28,21.936,21936,,21936,30.0,21936.0,37797.0
843,2,2,30,15:56:29,21.821,21821,,21821,30.0,21821.0,38373.0
843,20,2,31,15:57:37,21.533,21533,,21533,31.0,21533.0,37911.0
843,4,2,32,15:59:39,21.251,21251,,21251,32.0,21251.0,37017.0
843,814,2,32,15:59:51,21.218,21218,,21218,32.0,21218.0,37804.0
843,13,2,33,16:01:04,21.168,21168,,21168,33.0,21168.0,37960.0
843,67,3,33,16:02:13,21.928,21928,,21928,33.0,21928.0,38775.0
843,816,2,34,16:05:10,22.802,22802,,22802,34.0,22802.0,41959.0
843,22,2,35,16:05:24,21.481,21481,,21481,35.0,21481.0,38229.0
843,815,2,36,16:06:55,23.397,23397,,23397,36.0,23397.0,40166.0
843,18,3,37,16:08:00,21.237,21237,,21237,37.0,21237.0,36145.0
843,808,2,37,16:08:34,22.005,22005,,22005,37.0,22005.0,39710.0
843,1,3,38,16:09:38,20.567,20567,,20567,38.0,20567.0,37212.0
843,3,3,39,16:11:19,20.720,20720,,20720,39.0,20720.0,36972.0
843,30,3,39,16:11:49,21.400,21400,,21400,39.0,21400.0,38185.0
843,17,3,40,16:13:29,21.091,21091,,21091,40.0,21091.0,35906.0
843,10,3,39,16:14:17,33.827,33827,,33827,39.0,33827.0,65299.0
843,5,2,40,16:14:27,21.890,21890,,21890,40.0,21890.0,38986.0
843,813,3,40,16:14:36,27.620,27620,,27620,40.0,27620.0,51034.0
843,15,2,42,16:18:14,22.260,22260,,22260,42.0,22260.0,40554.0
843,24,3,45,16:25:39,23.499,23499,,23499,45.0,23499.0,40116.0
843,16,3,47,16:26:24,28.708,28708,,28708,47.0,28708.0,53247.0
843,815,3,48,16:28:01,13.900,13900,,13900,48.0,13900.0,11995.0
843,815,4,50,16:31:39,28.845,28845,,28845,50.0,28845.0,47400.0
844,815,1,1,15:05:18,29.270,29270,,29270,,,
844,30,1,2,15:06:35,30.182,30182,,30182,2.0,30182.0,49538.0
844,808,1,8,15:16:06,21.422,21422,,21422,8.0,21422.0,36015.0
844,13,1,9,15:17:37,22.022,22022,,22022,9.0,22022.0,38407.0
844,1,1,9,15:17:38,20.833,20833,,20833,9.0,20833.0,35020.0
844,67,1,9,15:17:47,21.769,21769,,21769,9.0,21769.0,36763.0
844,17,1,10,15:19:04,21.050,21050,,21050,10.0,21050.0,35951.0
844,4,1,10,15:19:05,21.308,21308,,21308,10.0,21308.0,36460.0
844,3,1,10,15:19:09,22.573,22573,,22573,10.0,22573.0,39113.0
844,2,1,10,15:19:16,22.300,22300,,22300,10.0,22300.0,41138.0
844,22,1,10,15:19:20,22.717,22717,,22717,10.0,22717.0,38851.0
844,16,1,10,15:19:22,21.649,21649,,21649,10.0,21649.0,37248.0
844,20,1,11,15:20:32,20.623,20623,,20623,11.0,20623.0,36396.0
844,814,1,11,15:21:00,20.775,20775,,20775,11.0,20775.0,34344.0
844,813,1,11,15:21:09,23.881,23881,,23881,11.0,23881.0,39977.0
844,18,1,13,15:23:57,21.368,21368,,21368,13.0,21368.0,36823.0
844,155,1,13,15:24:09,21.820,21820,,21820,13.0,21820.0,38427.0
844,153,1,13,15:24:25,22.713,22713,,22713,13.0,22713.0,39065.0
844,15,1,13,15:24:28,23.066,23066,,23066,13.0,23066.0,36384.0
844,30,2,14,15:26:02,20.907,20907,,20907,14.0,20907.0,33280.0
844,39,1,14,15:26:26,27.353,27353,,27353,14.0,27353.0,48248.0
844,5,1,15,15:27:42,22.854,22854,,22854,15.0,22854.0,38483.0
844,24,1,15,15:28:03,24.634,24634,,24634,15.0,24634.0,100735.0
844,815,2,16,15:29:30,22.895,22895,,22895,16.0,22895.0,37711.0
844,816,1,16,15:29:37,22.779,22779,,22779,16.0,22779.0,38843.0
844,24,2,16,15:30:57,56.611,56611,,56611,16.0,56611.0,108510.0
844,808,2,19,15:33:42,21.323,21323,,21323,19.0,21323.0,37358.0
844,1,2,20,15:35:09,21.075,21075,,21075,20.0,21075.0,35230.0
844,17,2,21,15:36:27,20.421,20421,,20421,21.0,20421.0,34982.0
844,3,2,22,15:38:24,20.927,20927,,20927,22.0,20927.0,34307.0
844,2,2,22,15:38:25,21.919,21919,,21919,22.0,21919.0,37722.0
844,4,2,23,15:39:35,21.732,21732,,21732,23.0,21732.0,37014.0
844,13,2,23,15:39:58,21.322,21322,,21322,23.0,21322.0,35867.0
844,67,2,23,15:40:07,22.128,22128,,22128,23.0,22128.0,36737.0
844,155,2,23,15:40:15,23.455,23455,,23455,23.0,23455.0,39989.0
844,22,2,24,15:41:43,22.868,22868,,22868,24.0,22868.0,39560.0
844,814,2,24,15:41:50,20.930,20930,,20930,24.0,20930.0,35081.0
844,20,2,25,15:42:31,20.112,20112,,20112,25.0,20112.0,34734.0
844,16,2,25,15:43:21,21.084,21084,,21084,25.0,21084.0,35697.0
844,813,2,25,15:43:41,22.555,22555,,22555,25.0,22555.0,36886.0
844,15,2,25,15:43:47,22.862,22862,,22862,25.0,22862.0,39029.0
844,18,2,26,15:44:37,22.639,22639,,22639,26.0,22639.0,39342.0
844,39,2,27,15:47:59,24.962,24962,,24962,27.0,24962.0,44973.0
844,153,2,29,15:49:46,21.826,21826,,21826,29.0,21826.0,37256.0
844,30,3,30,15:51:13,20.379,20379,,20379,30.0,20379.0,34498.0
844,5,2,31,15:53:27,21.633,21633,,21633,31.0,21633.0,36794.0
844,814,3,32,15:54:38,20.887,20887,,20887,32.0,20887.0,35365.0
844,815,3,32,15:54:42,22.365,22365,,22365,32.0,22365.0,37216.0
844,3,3,33,15:55:49,20.949,20949,,20949,33.0,20949.0,35563.0
844,1,3,34,15:57:04,35.688,35688,,35688,34.0,35688.0,66560.0
844,816,2,33,15:57:20,24.837,24837,,24837,33.0,24837.0,45811.0
844,808,3,34,15:57:21,21.838,21838,,21838,34.0,21838.0,38310.0
844,13,3,34,15:57:22,23.471,23471,,23471,34.0,23471.0,43131.0
844,17,3,35,15:58:20,20.843,20843,,20843,35.0,20843.0,34902.0
844,4,3,36,15:59:49,21.702,21702,,21702,36.0,21702.0,36564.0
844,2,3,36,16:00:31,20.872,20872,,20872,36.0,20872.0,35705.0
844,24,3,35,16:02:57,25.125,25125,,25125,35.0,25125.0,44294.0
844,155,3,38,16:03:58,22.456,22456,,22456,38.0,22456.0,37672.0
844,18,3,39,16:05:05,21.417,21417,,21417,39.0,21417.0,36816.0
844,153,3,39,16:05:31,21.986,21986,,21986,39.0,21986.0,37310.0
844,20,3,40,16:05:46,20.385,20385,,20385,40.0,20385.0,36278.0
844,15,3,39,16:06:10,22.219,22219,,22219,39.0,22219.0,39331.0
844,67,3,40,16:06:48,22.032,22032,,22032,40.0,22032.0,37837.0
844,22,3,40,16:07:01,21.687,21687,,21687,40.0,21687.0,37134.0
844,16,3,40,16:07:05,21.006,21006,,21006,40.0,21006.0,35881.0
844,24,4,37,16:07:22,43.603,43603,,43603,37.0,43603.0,63129.0
844,813,3,41,16:09:04,21.827,21827,,21827,41.0,21827.0,36097.0
844,815,4,42,16:10:21,21.715,21715,,21715,42.0,21715.0,37468.0
844,3,4,44,16:12:55,20.308,20308,,20308,44.0,20308.0,34721.0
844,814,4,44,16:13:28,21.403,21403,,21403,44.0,21403.0,21403.0
844,17,4,45,16:13:49,22.087,22087,,22087,45.0,22087.0,37641.0
844,808,4,45,16:14:37,21.662,21662,,21662,45.0,21662.0,36729.0
844,30,4,45,16:14:46,20.597,20597,,20597,45.0,20597.0,34888.0
844,4,4,46,16:15:17,21.379,21379,,21379,46.0,21379.0,36665.0
844,813,4,45,16:15:30,13.925,13925,,13925,45.0,13925.0,22811.0
844,1,4,46,16:15:51,22.041,22041,,22041,46.0,22041.0,38462.0
844,2,4,46,16:16:10,21.884,21884,,21884,46.0,21884.0,37298.0
844,13,4,46,16:16:13,26.685,26685,,26685,46.0,26685.0,47557.0
844,20,4,47,16:16:40,20.489,20489,,20489,47.0,20489.0,36571.0
844,39,3,45,16:17:26,24.474,24474,,24474,45.0,24474.0,43631.0
844,5,3,53,16:28:36,23.114,23114,,23114,53.0,23114.0,40105.0
844,153,4,55,16:30:31,21.931,21931,,21931,55.0,21931.0,33318.0
845,155,1,1,14:05:11,24.871,24871,,24871,,,
845,815,1,7,14:14:14,23.592,23592,,23592,7.0,23592.0,45112.0
845,813,1,8,14:15:48,22.689,22689,,22689,8.0,22689.0,40022.0
845,20,1,9,14:16:54,20.253,20253,,20253,9.0,20253.0,37707.0
845,67,1,9,14:17:17,20.818,20818,,20818,9.0,20818.0,37949.0
845,4,1,10,14:18:23,20.567,20567,,20567,10.0,20567.0,38486.0
845,17,1,10,14:18:27,20.881,20881,,20881,10.0,20881.0,38693.0
845,30,1,10,14:18:43,20.084,20084,,20084,10.0,20084.0,35419.0
845,1,1,11,14:19:57,19.761,19761,,19761,11.0,19761.0,34340.0
845,808,1,11,14:20:14,21.856,21856,,21856,11.0,21856.0,40118.0
845,3,1,11,14:20:17,20.647,20647,,20647,11.0,20647.0,36737.0
845,13,1,11,14:20:19,20.800,20800,,20800,11.0,20800.0,35667.0
845,153,1,11,14:20:28,20.741,20741,,20741,11.0,20741.0,36286.0
845,22,1,11,14:20:48,29.936,29936,,29936,11.0,29936.0,53428.0
845,16,1,13,14:23:57,20.773,20773,,20773,13.0,20773.0,35449.0
845,18,1,14,14:24:51,20.015,20015,,20015,14.0,20015.0,35113.0
845,39,1,14,14:25:56,24.843,24843,,24843,14.0,24843.0,45833.0
845,814,1,15,14:26:40,20.070,20070,,20070,15.0,20070.0,35146.0
845,15,1,15,14:26:50,22.364,22364,,22364,15.0,22364.0,37924.0
845,5,1,16,14:28:30,21.019,21019,,21019,16.0,21019.0,35483.0
845,24,1,16,14:28:55,23.157,23157,,23157,16.0,23157.0,41339.0
845,10,1,16,14:29:00,22.744,22744,,22744,16.0,22744.0,40240.0
845,816,1,17,14:30:41,23.176,23176,,23176,17.0,23176.0,41168.0
845,20,2,18,14:30:44,19.887,19887,,19887,18.0,19887.0,33832.0
845,4,2,19,14:32:13,20.238,20238,,20238,19.0,20238.0,35750.0
845,17,2,19,14:32:16,20.079,20079,,20079,19.0,20079.0,34502.0
845,813,2,20,14:34:36,24.821,24821,,24821,20.0,24821.0,44666.0
845,13,2,21,14:35:51,21.635,21635,,21635,21.0,21635.0,38238.0
845,2,1,21,14:36:21,21.322,21322,,21322,21.0,21322.0,35385.0
845,1,2,23,14:38:08,20.235,20235,,20235,23.0,20235.0,36575.0
845,22,2,23,14:39:40,21.226,21226,,21226,23.0,21226.0,36753.0
845,153,2,24,14:40:47,20.872,20872,,20872,24.0,20872.0,34685.0
845,67,2,25,14:42:10,24.745,24745,,24745,25.0,24745.0,44270.0
845,155,2,25,14:42:46,21.128,21128,,21128,25.0,21128.0,36403.0
845,30,2,26,14:43:25,20.487,20487,,20487,26.0,20487.0,35334.0
845,808,2,26,14:43:33,24.232,24232,,24232,26.0,24232.0,43362.0
845,3,2,27,14:45:01,19.534,19534,,19534,27.0,19534.0,33321.0
845,4,3,29,14:47:26,20.738,20738,,20738,29.0,20738.0,39184.0
845,17,3,29,14:47:27,20.279,20279,,20279,29.0,20279.0,38647.0
845,5,2,28,14:47:28,20.807,20807,,20807,28.0,20807.0,35577.0
845,815,2,29,14:48:40,21.143,21143,,21143,29.0,21143.0,34114.0
845,15,2,29,14:48:41,21.723,21723,,21723,29.0,21723.0,38096.0
845,39,2,28,14:48:52,24.448,24448,,24448,28.0,24448.0,43817.0
845,18,2,30,14:49:06,20.763,20763,,20763,30.0,20763.0,37513.0
845,16,2,30,14:50:19,20.267,20267,,20267,30.0,20267.0,35020.0
845,814,2,32,14:53:02,20.126,20126,,20126,32.0,20126.0,34492.0
845,20,3,34,14:54:42,20.426,20426,,20426,34.0,20426.0,36712.0
845,1,3,35,14:56:14,20.473,20473,,20473,35.0,20473.0,36695.0
845,816,2,34,14:58:05,22.982,22982,,22982,34.0,22982.0,41387.0
845,22,3,35,14:58:09,20.650,20650,,20650,35.0,20650.0,38577.0
845,13,3,36,14:58:48,22.419,22419,,22419,36.0,22419.0,40909.0
845,813,3,36,14:59:14,21.574,21574,,21574,36.0,21574.0,39925.0
845,2,2,36,14:59:22,21.953,21953,,21953,36.0,21953.0,38785.0
845,153,3,36,14:59:25,21.019,21019,,21019,36.0,21019.0,38145.0
845,4,4,39,15:02:54,20.380,20380,,20380,39.0,20380.0,37313.0
845,10,2,38,15:03:54,21.632,21632,,21632,38.0,21632.0,44944.0
845,30,3,41,15:06:21,20.451,20451,,20451,41.0,20451.0,36651.0
845,808,3,41,15:06:36,21.739,21739,,21739,41.0,21739.0,41608.0
845,5,3,41,15:07:42,23.068,23068,,23068,41.0,23068.0,41357.0
845,3,3,42,15:07:53,20.395,20395,,20395,42.0,20395.0,37148.0
845,67,3,42,15:08:31,20.819,20819,,20819,42.0,20819.0,37875.0
845,15,3,43,15:10:27,23.001,23001,,23001,43.0,23001.0,44260.0
845,155,3,44,15:11:40,20.500,20500,,20500,44.0,20500.0,36251.0
845,17,4,47,15:14:50,19.984,19984,,19984,47.0,19984.0,34366.0
845,20,4,48,15:15:41,20.292,20292,,20292,48.0,20292.0,37020.0
845,815,3,47,15:16:00,21.829,21829,,21829,47.0,21829.0,37915.0
845,18,3,48,15:16:10,20.107,20107,,20107,48.0,20107.0,35644.0
845,1,4,49,15:17:11,20.988,20988,,20988,49.0,20988.0,37072.0
845,16,3,48,15:17:54,23.230,23230,,23230,48.0,23230.0,43001.0
845,39,3,47,15:19:38,24.298,24298,,24298,47.0,24298.0,43430.0
845,2,3,50,15:20:32,20.796,20796,,20796,50.0,20796.0,36071.0
845,153,4,50,15:21:09,23.143,23143,,23143,50.0,23143.0,39504.0
845,816,3,49,15:21:44,21.708,21708,,21708,49.0,21708.0,43210.0
845,814,3,51,15:22:03,20.573,20573,,20573,51.0,20573.0,39062.0
845,813,4,53,15:25:26,22.077,22077,,22077,53.0,22077.0,37262.0
845,10,3,53,15:27:29,21.170,21170,,21170,53.0,21170.0,43058.0
845,22,4,54,15:27:32,20.637,20637,,20637,54.0,20637.0,35454.0
846,30,1,12,14:19:30,35.084,35084,,35084,12.0,35084.0,35797.0
846,18,1,15,14:22:57,25.280,25280,,25280,15.0,25280.0,26037.0
846,3,1,15,14:23:33,25.189,25189,,25189,15.0,25189.0,24779.0
846,20,1,16,14:24:15,28.536,28536,,28536,16.0,28536.0,30584.0
846,17,1,16,14:24:32,37.735,37735,,37735,16.0,37735.0,40482.0
846,4,1,17,14:25:41,25.352,25352,,25352,17.0,25352.0,27616.0
846,5,1,19,14:29:21,26.477,26477,,26477,19.0,26477.0,28843.0
846,814,1,20,14:30:24,24.970,24970,,24970,20.0,24970.0,27573.0
846,1,1,22,14:33:00,31.445,31445,,31445,22.0,31445.0,34758.0
846,10,1,22,14:33:33,26.827,26827,,26827,22.0,26827.0,33478.0
846,15,1,24,14:36:13,25.595,25595,,25595,24.0,25595.0,31181.0
846,813,1,25,14:37:09,26.468,26468,,26468,25.0,26468.0,26718.0
846,13,1,26,14:38:20,26.615,26615,,26615,26.0,26615.0,29313.0
846,39,1,25,14:38:46,28.325,28325,,28325,25.0,28325.0,28955.0
846,814,2,27,14:40:23,19.360,19360,,19360,27.0,19360.0,22576.0
846,808,1,28,14:41:17,28.856,28856,,28856,28.0,28856.0,31025.0
846,153,1,29,14:43:07,25.907,25907,,25907,29.0,25907.0,28626.0
846,22,1,32,14:46:47,25.921,25921,,25921,32.0,25921.0,38010.0
846,18,2,33,14:46:57,26.421,26421,,26421,33.0,26421.0,36548.0
846,814,3,32,14:47:35,47.226,47226,,47226,32.0,47226.0,105607.0
846,2,1,33,14:48:15,25.851,25851,,25851,33.0,25851.0,74167.0
846,67,1,33,14:48:16,26.073,26073,,26073,33.0,26073.0,74503.0
846,4,2,34,14:48:45,31.382,31382,,31382,34.0,31382.0,58649.0
846,3,2,33,14:48:50,25.310,25310,,25310,33.0,25310.0,49788.0
846,24,1,32,14:49:02,28.298,28298,,28298,32.0,28298.0,48922.0
846,816,1,33,14:49:39,27.577,27577,,27577,33.0,27577.0,44480.0
846,155,1,34,14:49:49,28.642,28642,,28642,34.0,28642.0,52190.0
846,16,1,34,14:49:51,25.037,25037,,25037,34.0,25037.0,46793.0
846,39,2,33,14:51:08,39.917,39917,,39917,33.0,39917.0,32460.0
846,1,2,43,15:03:45,19.347,19347,,19347,43.0,19347.0,19926.0
846,15,2,46,15:09:08,26.065,26065,,26065,46.0,26065.0,31841.0
846,18,3,48,15:09:55,24.670,24670,,24670,48.0,24670.0,27040.0
846,1,3,49,15:12:04,26.977,26977,,26977,49.0,26977.0,28496.0
846,5,2,52,15:17:38,25.878,25878,,25878,52.0,25878.0,30581.0
846,3,3,53,15:18:33,25.116,25116,,25116,53.0,25116.0,27329.0
846,813,2,54,15:18:38,25.687,25687,,25687,54.0,25687.0,28263.0
846,17,2,55,15:19:56,26.269,26269,,26269,55.0,26269.0,28163.0
